,brand,name,rating,released,os
1250,samsung,Samsung Eternity II,61.25,Aug-2010,Proprietary
1251,samsung,Samsung Fascinate,81.43,Aug-2010,Android
1252,samsung,Samsung Flight II,56.67,Aug-2010,Proprietary
1253,samsung,Samsung Galaxy 5 Europa,63.75,Aug-2010,Android
1254,samsung,Samsung Gusto,53.33,Aug-2010,Proprietary
1255,samsung,Samsung Vibrant,76.43,Aug-2010,Android
1256,samsung,Samsung Acclaim,60.0,Jul-2010,Android
1257,samsung,Samsung Captivate,79.38,Jul-2010,Android
1258,samsung,Samsung Galaxy 3,80.0,Jul-2010,Android
1259,samsung,Samsung Galaxy Apollo,66.67,Jul-2010,Android
1260,samsung,Samsung Haven,53.33,Jul-2010,Proprietary
1261,samsung,Samsung Intensity II,65.0,Jul-2010,Proprietary
1262,samsung,Samsung Intercept,68.4,Jul-2010,Android
1263,samsung,Samsung Monte Slider,57.5,Jul-2010,Proprietary
1264,samsung,Samsung B7722,70.0,Jun-2010,Proprietary
1265,samsung,Samsung Champ,70.0,Jun-2010,Proprietary
1266,samsung,Samsung Galaxy S,87.17,Jun-2010,Android
1267,samsung,Samsung Gravity 3,75.0,Jun-2010,Proprietary
1268,samsung,Samsung Gravity T,65.0,Jun-2010,Proprietary
1269,samsung,Samsung Restore,71.67,Jun-2010,Proprietary
1270,samsung,Samsung Rugby II,60.0,Jun-2010,Proprietary
1271,samsung,Samsung Smiley,70.0,Jun-2010,Proprietary
1272,samsung,Samsung T359,60.0,Jun-2010,Proprietary
1273,samsung,Samsung A107,60.0,May-2010,Proprietary
1274,samsung,Samsung M575,70.0,May-2010,Proprietary
1275,samsung,Samsung Messager Touch,70.0,May-2010,Proprietary
1276,samsung,Samsung Seek,66.67,May-2010,Proprietary
1277,samsung,Samsung Stride,50.0,May-2010,Proprietary
1278,samsung,Samsung Corby TV SCH-F339,60.0,Apr-2010,Proprietary
1279,samsung,Samsung Exec,70.0,Apr-2010,Windows
1280,samsung,Samsung Reality,69.33,Apr-2010,Proprietary
1281,samsung,Samsung Wave,77.33,Apr-2010,Bada
1282,samsung,Samsung Diva Folder S5150,65.0,Mar-2010,Proprietary
1283,samsung,Samsung Jet Ultra,60.0,Mar-2010,Proprietary
1284,samsung,Samsung Monte,70.0,Mar-2010,Proprietary
1285,samsung,Samsung Shark,80.0,Mar-2010,Proprietary
1286,samsung,Samsung Shark 2,82.0,Mar-2010,Proprietary
1287,samsung,Samsung Strive,61.0,Mar-2010,Proprietary
1288,samsung,Samsung Sunburst,69.0,Mar-2010,Proprietary
1289,samsung,Samsung Caliber,70.0,Feb-2010,Proprietary
1290,samsung,Samsung Diva S7070,63.75,Feb-2010,Proprietary
1291,samsung,Samsung T139,60.0,Feb-2010,Proprietary
1292,samsung,Samsung Galaxy Portal,71.67,Jan-2010,Android
1293,samsung,Samsung Genoa C3510,61.67,Jan-2010,Proprietary
1294,samsung,Samsung Stunt,50.0,Jan-2010,Proprietary
1295,sharp,Sharp Aquos Crystal,73.82,Aug-2014,Android
1296,sharp,Sharp Aquos 104SH,80.0,Apr-2012,Android
1297,sharp,Sharp FX Plus,60.0,Aug-2011,Android
1298,sharp,Sharp FX,58.75,Jul-2010,Proprietary
1299,sonim,Sonim XP7,73.75,Mar-2015,Android
1300,sonim,Sonim XP6,60.0,Nov-2014,Android
1301,sonim,Sonim Land Rover S2,80.0,Mar-2013,Proprietary
1302,sonim,Sonim XP Strike,67.5,Dec-2012,Proprietary
1303,sonim,Sonim XP3300 Force,75.0,Mar-2011,Proprietary
1304,sonim,Sonim XP1300 Core,70.0,Nov-2010,Proprietary
1305,sony,Sony Xperia XZ3,82.57,Oct-2018,Android
1306,sony,Sony Xperia XZ2 Premium,67.22,Jul-2018,Android
1307,sony,Sony Xperia XZ2,78.59,Mar-2018,Android
1308,sony,Sony Xperia XZ2 Compact,83.1,Mar-2018,Android
1309,sony,Sony Xperia XA2,84.0,Feb-2018,Android
1310,sony,Sony Xperia XA2 Ultra,74.63,Feb-2018,Android
1311,sony,Sony Xperia XZ1 Compact,80.0,Oct-2017,Android
1312,sony,Sony Xperia XZ1,74.13,Sep-2017,Android
1313,sony,Sony Xperia XZ Premium,81.18,Jun-2017,Android
1314,sony,Sony Xperia L1,69.0,Jun-2017,Android
1315,sony,Sony Xperia XZs,75.5,Apr-2017,Android
1316,sony,Sony Xperia XA1,74.14,Apr-2017,Android
1317,sony,Sony Xperia XZ,77.68,Oct-2016,Android
1318,sony,Sony Xperia X Compact,72.31,Sep-2016,Android
1319,sony,Sony Xperia XA Ultra,75.0,Jul-2016,Android
1320,sony,Sony Xperia XA,62.35,Jun-2016,Android
1321,sony,Sony Xperia E5,74.0,Jun-2016,Android
1322,sony,Sony Xperia X,67.35,May-2016,Android
1323,sony,Sony Xperia Z5 Premium,78.42,Nov-2015,Android
1324,sony,Sony Xperia Z5,80.47,Oct-2015,Android
1325,sony,Sony Xperia Z5 Compact,84.36,Oct-2015,Android
1326,sony,Sony Xperia C5 Ultra,83.67,Aug-2015,Android
1327,sony,Sony Xperia M5,74.86,Aug-2015,Android
1328,sony,Sony Xperia Z3 Plus,67.0,Jun-2015,Android
1329,sony,Sony Xperia C4,73.0,Jun-2015,Android
1330,sony,Sony Xperia M4 Aqua,74.65,Apr-2015,Android
1331,sony,Sony Xperia E4g,71.67,Apr-2015,Android
1332,sony,Sony Xperia E4,75.33,Mar-2015,Android
1333,sony,Sony Xperia E3,72.29,Sep-2014,Android
1334,sony,Sony Xperia M2 Aqua,74.4,Sep-2014,Android
1335,sony,Sony Xperia Z3,86.51,Sep-2014,Android
1336,sony,Sony Xperia Z3 Compact,91.44,Sep-2014,Android
1337,sony,Sony Xperia C3,70.0,Aug-2014,Android
1338,sony,Sony Xperia C3 Dual SIM,78.0,Aug-2014,Android
1339,sony,Sony Xperia T3,73.93,Jul-2014,Android
1340,sony,Sony Xperia M2,70.86,May-2014,Android
1341,sony,Sony Xperia T2 Ultra,74.6,May-2014,Android
1342,sony,Sony Xperia M2 Dual,75.0,Apr-2014,Android
1343,sony,Sony Xperia Z2,85.05,Apr-2014,Android
1344,sony,Sony Xperia E1,58.0,Mar-2014,Android
1345,sony,Sony Xperia E1 Dual,60.0,Mar-2014,Android
1346,sony,Sony Xperia T2 Ultra Dual,80.0,Mar-2014,Android
1347,sony,Sony Xperia Z1 Compact,90.56,Jan-2014,Android
1348,sony,Sony Xperia Z1,81.47,Sep-2013,Android
1349,sony,Sony Xperia M,64.13,Aug-2013,Android
1350,sony,Sony Xperia C,80.0,Jul-2013,Android
1351,sony,Sony Xperia Z Ultra,76.04,Jul-2013,Android
1352,sony,Sony Xperia ZR,67.5,Jun-2013,Android
1353,sony,Sony Xperia L,72.33,May-2013,Android
1354,sony,Sony Xperia SP,79.11,Apr-2013,Android
1355,sony,Sony Xperia ZL,70.5,Mar-2013,Android
1356,sony,Sony Xperia Z,80.38,Feb-2013,Android
1357,sony,Sony Xperia E dual,62.5,Jan-2013,Android
1358,sony,Sony Xperia TL,68.57,Nov-2012,Android
1359,sony,Sony Xperia J,52.86,Oct-2012,Android
1360,sony,Sony Xperia TX,75.0,Oct-2012,Android
1361,sony,Sony Xperia Miro,58.33,Sep-2012,Android
1362,sony,Sony Xperia SL,65.0,Sep-2012,Android
1363,sony,Sony Xperia T,76.73,Sep-2012,Android
1364,sony,Sony Xperia Acro S,78.0,Aug-2012,Android
1365,sony,Sony Xperia Tipo,65.5,Aug-2012,Android
1366,sony,Sony Xperia Go,68.67,Jul-2012,Android
1367,sony,Sony Xperia Ion,58.45,Jun-2012,Android
1368,sony,Sony Xperia Neo L,60.0,Jun-2012,Android
1369,sony,Sony Xperia P,74.89,May-2012,Android
1370,sony,Sony Xperia Sola,65.0,May-2012,Android
1371,sony,Sony Xperia U,71.0,May-2012,Android
1372,sony,Sony Xperia S,75.14,Feb-2012,Android
1373,sony,Sony Ericsson Live with Walkman,77.0,Oct-2011,Android
1374,sony,Sony Ericsson Xperia Active,71.88,Oct-2011,Android
1375,sony,Sony Ericsson Xperia Neo V,60.0,Oct-2011,Android
1376,sony,Sony Ericsson Xperia pro,78.33,Oct-2011,Android
1377,sony,Sony Ericsson Xperia Arc S,79.38,Sep-2011,Android
1378,sony,Sony Ericsson Mix Walkman,66.67,Aug-2011,Proprietary
1379,sony,Sony Ericsson Xperia mini,81.67,Aug-2011,Android
1380,sony,Sony Ericsson Xperia Mini Pro,80.92,Aug-2011,Android
1381,sony,Sony Ericsson Xperia Ray,82.73,Aug-2011,Android
1382,sony,Sony Ericsson txt pro,52.5,Jul-2011,Proprietary
1383,sony,Sony Ericsson W8,65.0,May-2011,Android
1384,sony,Sony Ericsson Xperia Arc,82.75,Mar-2011,Android
1385,sony,Sony Ericsson Xperia Neo,71.82,Mar-2011,Android
1386,sony,Sony Ericsson Xperia Play,72.32,Mar-2011,Android
1387,sony,Sony Ericsson Cedar,64.17,Sep-2010,Proprietary
1388,sony,Sony Ericsson Xperia X8,58.33,Sep-2010,Android
1389,sony,Sony Ericsson Spiro,63.57,Aug-2010,Proprietary
1390,sony,Sony Ericsson Zylo,67.14,Jul-2010,Proprietary
1391,sony,Sony Ericsson Xperia X10 mini pro,77.33,Jun-2010,Android
1392,sony,Sony Ericsson Hazel,75.0,May-2010,Proprietary
1393,sony,Sony Ericsson Vivaz Pro,58.5,May-2010,Symbian
1394,sony,Sony Ericsson Xperia X10 mini,71.36,May-2010,Android
1395,sony,Sony Ericsson Elm,74.67,Mar-2010,Proprietary
1396,sony,Sony Ericsson Vivaz,66.15,Mar-2010,Symbian
1397,sony,Sony Ericsson Xperia X10,69.33,Mar-2010,Android
1398,spice,Spice Dream Uno Mi-498,68.0,Sep-2014,Android
1399,spice,Spice Fire One,50.0,Aug-2014,Android
1400,spice,Spice Stellar Mi-526,80.0,Jul-2014,Android
1401,spice,Spice SmartFlo Poise Mi-451,60.0,Jun-2014,Android
1402,spice,Spice Flo Mettle 4X Mi-426,50.0,Jan-2014,Android
1403,spice,Spice Coolpad Mi-515,55.0,Jun-2013,Android
1404,spice,Spice Stellar Virtuoso Mi-495,46.67,Jan-2013,Android
1405,spice,Spice Stellar Horizon Mi-500,57.5,Oct-2012,Android
1406,spice,Spice Stellar Craze Mi-355,65.0,Aug-2012,Android
1407,spice,Spice Stellar Mi-425,70.0,Jun-2012,Android
1408,spice,Spice Mi-280,67.5,Feb-2012,Android
1409,spice,Spice Mi-350,60.0,Oct-2011,Android
1410,spice,Spice Mi-410,65.0,Jun-2011,Android
1411,spice,Spice Mi-310,70.0,Apr-2011,Android
1412,spice,Spice M-67 3D,60.0,Oct-2010,Proprietary
1413,spice,Spice Mi-300,80.0,Aug-2010,Android
1414,spice,Spice QT-66,80.0,Apr-2010,Android
1415,vertu,Vertu Aster,80.0,Dec-2014,Android
1416,vertu,Vertu Signature Touch,76.67,Jun-2014,Android
1417,vertu,Vertu Constellation 2013,70.0,Oct-2013,Android
1418,vivo,Vivo Nex S,77.0,Jun-2018,Android
1419,vivo,Vivo V5s,76.8,May-2017,Android
1420,vivo,Vivo V5 Plus,77.67,Jan-2017,Android
1421,vivo,Vivo V5,70.0,Nov-2016,Android
1422,vivo,Vivo V3 Max,75.75,Apr-2016,Android
1423,vivo,Vivo V1 Max,65.0,Aug-2015,Android
1424,vivo,Vivo X5Pro,65.0,Jun-2015,Android
1425,vivo,Vivo Xshot,60.0,Mar-2015,Android
1426,vivo,Vivo Y27,70.0,Dec-2014,Android
1427,vivo,Vivo X5Max,70.0,Dec-2014,Android
1428,xiaomi,Xiaomi Mi 8 Pro,84.5,Sep-2018,Android
1429,xiaomi,Xiaomi Mi A2,79.6,Jul-2018,Android
1430,xiaomi,Xiaomi Mi Mix 2S,81.71,Apr-2018,Android
1431,xiaomi,Xiaomi Mi Mix 2,82.36,Sep-2017,Android
1432,xiaomi,Xiaomi Mi Max 2,76.13,Jun-2017,Android
1433,xiaomi,Xiaomi Mi 6,87.18,Apr-2017,Android
1434,xiaomi,Xiaomi Redmi Note 4,81.2,Jan-2017,Android
1435,xiaomi,Xiaomi Mi Mix,76.17,Oct-2016,Android
1436,xiaomi,Xiaomi Mi Max,77.2,May-2016,Android
1437,xiaomi,Xiaomi Mi 5,84.73,Apr-2016,Android
1438,xiaomi,Xiaomi Mi 4s,77.5,Mar-2016,Android
1439,xiaomi,Xiaomi Redmi 3,65.0,Jan-2016,Android
1440,xiaomi,Xiaomi Redmi Note 3,77.8,Nov-2015,Android
1441,xiaomi,Xiaomi Mi 4c,76.5,Sep-2015,Android
1442,xiaomi,Xiaomi Redmi Note 2,83.38,Aug-2015,Android
1443,xiaomi,Xiaomi Mi Note Pro,80.33,May-2015,Android
1444,xiaomi,Xiaomi Mi 4i,76.71,Apr-2015,Android
1445,xiaomi,Xiaomi Redmi 2,71.67,Jan-2015,Android
1446,xiaomi,Xiaomi Mi Note,84.6,Jan-2015,Android
1447,xiaomi,Xiaomi Mi 4,80.71,Aug-2014,Android
1448,xiaomi,Xiaomi Redmi 1S,75.17,May-2014,Android
1449,xiaomi,Xiaomi Redmi Note,80.14,Mar-2014,Android
1450,xiaomi,Xiaomi Mi 3,81.25,Dec-2013,Android
1451,xiaomi,Xiaomi Redmi,90.0,Aug-2013,Android
1452,yota,YotaPhone 2,73.04,Dec-2014,Android
1453,zte,ZTE Axon M,62.64,Nov-2017,Android
1454,zte,ZTE Max XL,70.0,Apr-2017,Android
1455,zte,ZTE Blade V8 Pro,72.33,Feb-2017,Android
1456,zte,ZTE Axon 7 mini,67.0,Oct-2016,Android
1457,zte,ZTE Zmax Pro,70.33,Jul-2016,Android
1458,zte,ZTE Axon 7,81.0,Jun-2016,Android
1459,zte,ZTE Grand X Max 2,72.25,May-2016,Android
1460,zte,ZTE Grand X 3,70.0,Jan-2016,Android
1461,zte,ZTE Axon mini,69.5,Nov-2015,Android
1462,zte,ZTE Zmax 2,68.67,Sep-2015,Android
1463,zte,ZTE Axon Elite,75.0,Sep-2015,Android
1464,zte,ZTE Axon,80.25,Jul-2015,Android
1465,zte,ZTE Axon Pro,72.5,Jul-2015,Android
1466,zte,ZTE Boost Max plus,68.0,Jul-2015,Android
1467,zte,ZTE Nubia Z9,66.0,Jun-2015,Android
1468,zte,ZTE Nubia Z9 mini,60.0,Apr-2015,Android
1469,zte,ZTE Blade S6 Plus,82.5,Apr-2015,Android
1470,zte,ZTE Blade S6,76.07,Jan-2015,Android
1471,zte,ZTE Grand X Max plus,72.43,Jan-2015,Android
1472,zte,ZTE Star 2,88.0,Dec-2014,Android
1473,zte,ZTE Speed,50.0,Dec-2014,Android
1474,zte,ZTE Blade Vec,75.0,Nov-2014,Android
1475,zte,ZTE Kis 3 Max,55.0,Nov-2014,Android
1476,zte,ZTE Nubia 5s mini,75.0,Sep-2014,Android
1477,zte,ZTE Zmax,66.0,Sep-2014,Android
1478,zte,ZTE Warp Sync,65.0,Aug-2014,Android
1479,zte,ZTE Grand S Pro,55.0,Jun-2014,Android
1480,zte,ZTE Blade L2,50.0,May-2014,Android
1481,zte,ZTE Kis 3,70.0,May-2014,Android
1482,zte,ZTE Open C,51.67,May-2014,Firefox
1483,zte,ZTE V5,60.0,Apr-2014,Android
1484,zte,ZTE Blade Apex 2,60.0,Apr-2014,Android
1485,zte,ZTE Sonata,60.0,Feb-2014,Android
1486,zte,ZTE Blade Q Mini,66.67,Jan-2014,Android
1487,zte,ZTE Boost Max,60.0,Jan-2014,Android
1488,zte,ZTE Grand S Flex,60.0,Nov-2013,Android
1489,zte,ZTE Blade V,72.75,Oct-2013,Android
1490,zte,ZTE Source,60.0,Oct-2013,Android
1491,zte,ZTE Blade G2,60.0,Sep-2013,Android
1492,zte,ZTE Reef,60.0,Aug-2013,Android
1493,zte,ZTE Open,61.0,Jul-2013,Firefox
1494,zte,ZTE Prelude,50.0,Jul-2013,Android
1495,zte,ZTE Imperial,60.0,Jun-2013,Android
1496,zte,ZTE Overture,70.0,Jun-2013,Android
1497,zte,ZTE Vital,0.0,Jun-2013,Android
1498,zte,ZTE Director,51.0,Apr-2013,Android
1499,zte,ZTE Grand X Pro,55.0,Apr-2013,Android
1500,zte,ZTE Engage LT,50.0,Mar-2013,Android
1501,zte,ZTE Force,72.5,Mar-2013,Android
1502,zte,ZTE Altair,60.0,Feb-2013,Proprietary
1503,zte,ZTE Avid,59.75,Dec-2012,Android
1504,zte,ZTE Nubia 5,74.0,Dec-2012,Android
1505,zte,ZTE Groove,50.0,Nov-2012,Android
1506,zte,ZTE Engage,60.0,Oct-2012,Android
1507,zte,ZTE Anthem,40.0,Sep-2012,Android
1508,zte,ZTE Blade III,73.0,Sep-2012,Android
1509,zte,ZTE Warp Sequent,65.0,Sep-2012,Android
1510,zte,ZTE Grand X,64.08,Jul-2012,Android
1511,zte,ZTE Kis,67.14,Jul-2012,Android
1512,zte,ZTE Merit,60.0,Jul-2012,Android
1513,zte,ZTE Fury,66.25,Mar-2012,Android
1514,zte,ZTE Score M,46.67,Mar-2012,Android
1515,zte,ZTE Tania,73.33,Feb-2012,Windows
1516,zte,ZTE Chorus,45.0,Nov-2011,Proprietary
1517,zte,ZTE Tureis,70.0,Oct-2011,Android
1518,zte,ZTE Warp,65.25,Oct-2011,Android
1519,zte,ZTE Score,40.0,Sep-2011,Android
1520,zte,ZTE Skate,53.33,Sep-2011,Android
1521,zte,ZTE Peel,65.0,Nov-2010,Proprietary
1522,zte,ZTE Agent,50.0,Sep-2010,Proprietary
1523,zte,ZTE Salute,60.0,Aug-2010,Proprietary
1524,zte,ZTE Racer,62.86,Jul-2010,Android
