,brand,name,rating,released,os
0,acer,Acer Liquid Z530,65.0,Oct-2015,Android
1,acer,Acer Liquid M220,46.5,May-2015,Windows
2,acer,Acer Liquid Jade Z,65.89,Apr-2015,Android
3,acer,Acer Liquid Z220,45.0,Apr-2015,Android
4,acer,Acer Liquid Z410,70.0,Feb-2015,Android
5,acer,Acer Liquid Jade S55,52.5,Dec-2014,Android
6,acer,Acer Liquid E700,70.0,Aug-2014,Android
7,acer,Acer Liquid Jade,65.0,Jul-2014,Android
8,acer,Acer Liquid E3,60.0,Apr-2014,Android
9,acer,Acer Liquid Z4,40.0,Apr-2014,Android
10,acer,Acer Liquid Z5,60.0,Jan-2014,Android
11,acer,Acer Liquid S2,74.14,Dec-2013,Android
12,acer,Acer Liquid Z3,63.0,Sep-2013,Android
13,acer,Acer Liquid S1,55.75,Aug-2013,Android
14,acer,Acer Liquid S1 Duo,80.0,Aug-2013,Android
15,acer,Acer Liquid E2,65.0,May-2013,Android
16,acer,Acer Liquid E2 Duo,60.0,May-2013,Android
17,acer,Acer Liquid E1,61.67,Mar-2013,Android
18,acer,Acer Liquid E1 Duo,60.0,Mar-2013,Android
19,acer,Acer Liquid Z2,66.67,Mar-2013,Android
20,acer,Acer CloudMobile S500,70.56,Sep-2012,Android
21,acer,Acer Liquid Gallant,90.0,Sep-2012,Android
22,acer,Acer Liquid Glow,60.0,Aug-2012,Android
23,acer,Acer Liquid Mini E310,58.57,Apr-2011,Android
24,acer,Acer beTouch E210,56.0,Mar-2011,Android
25,acer,Acer beTouch E140,55.0,Dec-2010,Android
26,acer,Acer Liquid Metal,73.22,Nov-2010,Android
27,acer,Acer beTouch E130,70.0,Aug-2010,Android
28,acer,Acer Liquid E,66.67,Aug-2010,Android
29,acer,Acer Liquid E Ferrari,50.0,Aug-2010,Android
30,acer,Acer Stream,71.54,Aug-2010,Android
31,acer,Acer NeoTouch P400,50.0,May-2010,Windows
32,acer,Acer beTouch E400,62.0,Apr-2010,Android
33,acer,Acer beTouch E110,45.0,May-2010,Android
34,acer,Acer neoTouch P300,40.0,Mar-2010,Windows
35,alcatel,Alcatel Idol 5s,71.0,Jul-2017,Android
36,alcatel,Alcatel Idol 4s,75.15,Jul-2016,Android
37,alcatel,Alcatel Fierce XL,60.0,Feb-2016,Windows
38,alcatel,Alcatel One Touch Idol 3,77.86,May-2015,Android
39,alcatel,Alcatel OneTouch Pixi 3,56.0,Mar-2015,Android
40,alcatel,Alcatel One Touch Pop 2-4.5,51.5,Dec-2014,Android
41,alcatel,Alcatel One Touch Pop Mega,60.0,Oct-2014,Android
42,alcatel,Alcatel One Touch Fierce 2,50.0,Sep-2014,Android
43,alcatel,Alcatel One Touch Hero 2,72.0,Sep-2014,Android
44,alcatel,Alcatel One Touch Pop D3,75.0,Sep-2014,Android
45,alcatel,Alcatel One Touch Pop D5,46.0,Sep-2014,Android
46,alcatel,Alcatel One Touch 20.05,70.0,Aug-2014,Proprietary
47,alcatel,Alcatel One Touch Idol 2S,77.5,Jul-2014,Android
48,alcatel,Alcatel One Touch Idol 2 Mini S,70.5,Jun-2014,Android
49,alcatel,Alcatel One Touch Idol X plus,71.25,May-2014,Android
50,alcatel,Alcatel One Touch Pop S3,59.0,Apr-2014,Android
51,alcatel,Alcatel One Touch Pop C1,40.0,Mar-2014,Android
52,alcatel,Alcatel One Touch Idol Alpha,68.14,Feb-2014,Android
53,alcatel,Alcatel One Touch Idol Mini,80.0,Dec-2013,Android
54,alcatel,Alcatel One Touch Idol S,76.0,Dec-2013,Android
55,alcatel,Alcatel One Touch Evolve,53.33,Oct-2013,Android
56,alcatel,Alcatel One Touch Fierce,55.0,Oct-2013,Android
57,alcatel,Alcatel One Touch Hero,87.0,Oct-2013,Android
58,alcatel,Alcatel One Touch Fire,30.0,Jul-2013,Firefox
59,alcatel,Alcatel One Touch Idol X,75.2,Jul-2013,Android
60,alcatel,Alcatel One Touch Idol,65.0,May-2013,Android
61,alcatel,Alcatel One Touch Idol Ultra,65.0,Apr-2013,Android
62,alcatel,Alcatel One Touch Star,60.0,Mar-2013,Android
63,alcatel,Alcatel One Touch 768,50.0,Jan-2013,Android
64,alcatel,Alcatel Authority,50.0,Oct-2012,Android
65,alcatel,Alcatel One Touch Shockwave,30.0,Oct-2012,Android
66,alcatel,Alcatel One Touch 903,80.0,Aug-2012,Android
67,alcatel,Alcatel One Touch Premiere,40.0,Aug-2012,Android
68,alcatel,Alcatel One Touch 720,50.0,Apr-2012,Proprietary
69,alcatel,Alcatel One Touch 916,67.5,Apr-2012,Proprietary
70,alcatel,Alcatel One Touch 916 Smart,40.0,Apr-2012,Proprietary
71,alcatel,Alcatel One Touch 995,67.5,Feb-2012,Android
72,alcatel,Alcatel One Touch 282,63.33,Dec-2011,Proprietary
73,alcatel,Alcatel One Touch 990,66.67,Nov-2011,Android
74,alcatel,Alcatel One Touch 810,70.0,Oct-2011,Proprietary
75,alcatel,Alcatel One Touch 602,67.5,Jul-2011,Proprietary
76,alcatel,Alcatel One Touch 355,70.0,Mar-2011,Proprietary
77,alcatel,Alcatel One Touch 980,50.0,Aug-2010,Android
78,alcatel,Alcatel One Touch 255,60.0,Jun-2010,Proprietary
79,alcatel,Alcatel One Touch Xtra,60.0,Mar-2010,Proprietary
80,alcatel,Alcatel One Touch 808,60.0,Feb-2010,Proprietary
81,amazon,Amazon Fire Phone,57.94,Jul-2014,Amazon
82,apple,Apple iPhone XR,88.81,Oct-2018,iOS
83,apple,Apple iPhone XS,88.31,Oct-2018,iOS
84,apple,Apple iPhone XS Max,88.48,Oct-2018,iOS
85,apple,Apple iPhone X,89.94,Nov-2017,iOS
86,apple,Apple iPhone 8,81.11,Sep-2017,iOS
87,apple,Apple iPhone 8 Plus,85.38,Sep-2017,iOS
88,apple,Apple iPhone 7,84.91,Sep-2016,iOS
89,apple,Apple iPhone 7 Plus,88.47,Sep-2016,iOS
90,apple,Apple iPhone SE,86.03,Mar-2016,iOS
91,apple,Apple iPhone 6s,89.66,Sep-2015,iOS
92,apple,Apple iPhone 6s plus,87.73,Sep-2015,iOS
93,apple,Apple iPhone 6,90.96,Sep-2014,iOS
94,apple,Apple iPhone 6 Plus,87.1,Sep-2014,iOS
95,apple,Apple iPhone 5S,88.91,Sep-2013,iOS
96,apple,Apple iPhone 5C,78.19,Sep-2013,iOS
97,apple,Apple iPhone 5,87.06,Sep-2012,iOS
98,apple,Apple iPhone 4S,86.03,Oct-2011,iOS
99,apple,Apple iPhone 4,88.21,Jun-2010,iOS
100,archos,Archos 50 Oxygen plus,80.0,Mar-2015,Android
101,archos,Archos 52 Platinum,58.0,Mar-2015,Android
102,archos,Archos 50 Diamond,80.0,Jan-2015,Android
103,archos,Archos 50b Platinum,40.0,Sep-2014,Android
104,archos,Archos 50c Oxygen,90.0,Apr-2014,Android
105,archos,Archos 50 Oxygen,73.0,Feb-2014,Android
106,archos,Archos 50 Helium,53.33,Jan-2014,Android
107,archos,Archos 50 Platinum,63.75,Nov-2013,Android
108,archos,Archos 45 Platinum,60.0,Oct-2013,Android
109,archos,Archos 40 Titanium,60.0,Oct-2013,Android
110,archos,Archos 35 Smart Home Phone,60.0,Aug-2011,Proprietary
111,asus,Asus Zenfone AR,70.53,Jun-2017,Android
112,asus,Asus Zenfone 3,74.71,Aug-2016,Android
113,asus,Asus Zenfone Max,70.83,Jan-2016,Android
114,asus,Asus Zenfone Zoom,70.33,Dec-2015,Android
115,asus,Asus Zenfone Selfie,76.0,Aug-2015,Android
116,asus,Asus Zenfone 2,76.14,Mar-2015,Android
117,asus,Asus ZenFone C,65.5,Feb-2015,Android
118,asus,Asus Padfone X Mini,57.5,Oct-2014,Android
119,asus,Asus PadFone X,72.75,Jul-2014,Android
120,asus,Asus ZenFone 6,73.75,May-2014,Android
121,asus,Asus ZenFone 4,64.44,May-2014,Android
122,asus,Asus Zenfone 5,75.63,Apr-2014,Android
123,asus,Asus PadFone Infinity,60.0,Apr-2013,Android
124,asus,Asus PadFone 2,76.81,Dec-2012,Android
125,asus,Asus PadFone,64.67,Jun-2012,Android
126,blackberry,BlackBerry KEY2,71.61,Jun-2018,Android
127,blackberry,BlackBerry Motion,75.56,Dec-2017,Android
128,blackberry,BlackBerry KEYone,77.53,Apr-2017,Android
129,blackberry,BlackBerry DTEK50,69.95,Aug-2016,Android
130,blackberry,BlackBerry Priv,79.82,Nov-2015,Android
131,blackberry,BlackBerry Leap,67.58,Apr-2015,Blackberry
132,blackberry,BlackBerry Classic,66.92,Dec-2014,Blackberry
133,blackberry,BlackBerry Passport,71.11,Sep-2014,Blackberry
134,blackberry,BlackBerry Z3,70.33,May-2014,Blackberry
135,blackberry,BlackBerry Z30,69.88,Oct-2013,Blackberry
136,blackberry,BlackBerry 9720,46.0,Aug-2013,Blackberry
137,blackberry,BlackBerry Q5,65.05,Jun-2013,Blackberry
138,blackberry,BlackBerry Q10,72.48,Apr-2013,Blackberry
139,blackberry,BlackBerry Z10,71.6,Jan-2013,Blackberry
140,blackberry,BlackBerry Curve 9220,75.0,May-2012,Blackberry
141,blackberry,BlackBerry Curve 9315,50.0,May-2012,Blackberry
142,blackberry,BlackBerry Curve 9320,70.0,May-2012,Blackberry
143,blackberry,BlackBerry Bold 9790,65.38,Dec-2011,Blackberry
144,blackberry,BlackBerry Curve 9380,64.17,Dec-2011,Blackberry
145,blackberry,BlackBerryÂ Porsche Design P'9981,68.5,Dec-2011,Blackberry
146,blackberry,BlackBerry Curve 9350,67.5,Sep-2011,Blackberry
147,blackberry,BlackBerry Curve 9370,55.5,Sep-2011,Blackberry
148,blackberry,BlackBerry Torch 9860,61.75,Sep-2011,Blackberry
149,blackberry,BlackBerry Bold 9900,79.47,Aug-2011,Blackberry
150,blackberry,BlackBerry Bold 9930,69.29,Aug-2011,Blackberry
151,blackberry,BlackBerry Bold Touch 9900,75.0,Aug-2011,Blackberry
152,blackberry,BlackBerry Curve 9360,68.89,Aug-2011,Blackberry
153,blackberry,BlackBerry Torch 9810,64.72,Aug-2011,Blackberry
154,blackberry,BlackBerry Torch 9850,63.0,Aug-2011,Blackberry
155,blackberry,BlackBerry Bold 9780,77.46,Nov-2010,Blackberry
156,blackberry,BlackBerry Style 9670,69.38,Nov-2010,Blackberry
157,blackberry,BlackBerry Curve 3G 9300,68.65,Aug-2010,Blackberry
158,blackberry,BlackBerry Curve 3G 9310,56.67,Aug-2010,Blackberry
159,blackberry,BlackBerry Curve 3G 9330,70.0,Aug-2010,Blackberry
160,blackberry,BlackBerry Torch 9800,73.6,Aug-2010,Blackberry
161,blackberry,BlackBerry Bold 9650,74.83,Jul-2010,Blackberry
162,blackberry,BlackBerry Pearl 3G 9100,72.5,May-2010,Blackberry
163,blackberry,BlackBerry Pearl 3G 9105,86.67,May-2010,Blackberry
164,blu,BLU Vivo 6,76.33,Nov-2016,Android
165,blu,BLU Energy XL,73.67,Jul-2016,Android
166,blu,BLU R1 HD,70.0,Jun-2016,Android
167,blu,BLU Vivo 5,68.33,Feb-2016,Android
168,blu,BLU Vivo XL,77.5,Jan-2016,Android
169,blu,BLU Life One X,86.5,Dec-2015,Android
170,blu,BLU Studio Energy 2,77.0,Sep-2015,Android
171,blu,BLU Pure XL,72.25,Sep-2015,Android
172,blu,BLU Life 8 XL,66.5,May-2015,Android
173,blu,BLU Life One 2015,71.0,Apr-2015,Android
174,blu,BLU Selfie,62.5,Apr-2015,Android
175,blu,BLU Studio G,60.0,Jan-2015,Android
176,blu,BLU Studio X Plus,70.0,Jan-2015,Android
177,blu,BLU Studio Energy,70.0,Jan-2015,Android
178,blu,BLU Vivo Air,80.0,Jan-2015,Android
179,blu,BLU Win HD,68.5,Sep-2014,Windows
180,blu,BLU Life Pure XL,67.5,May-2014,Android
181,blu,BLU Studio 5.5,40.0,Oct-2013,Android
182,blu,BLU Life Play,60.0,Apr-2013,Android
183,blu,BLU Tango,50.0,Dec-2010,Android
184,blu,BLU Speed,70.0,Oct-2010,Proprietary
185,cat,CAT S41,73.43,Sep-2017,Android
186,cat,CAT S60,71.54,Jun-2016,Android
187,cat,CAT S40,62.75,Aug-2015,Android
188,cat,CAT S50,60.0,Nov-2014,Android
189,cat,CAT B15Q,55.0,Jun-2014,Android
190,cat,CAT B100,60.0,Mar-2014,Proprietary
191,cat,CAT B15,57.25,Mar-2013,Android
192,cat,CAT B25,0.0,Jun-2012,Proprietary
193,celkon,Celkon Q455 Vogue,70.0,Jul-2014,Android
194,celkon,Celkon A112 Signature Swift,40.0,Aug-2013,Android
195,celkon,Celkon A119Q Signature HD,60.0,Apr-2013,Android
196,celkon,Celkon A200,57.5,Dec-2012,Android
197,gionee,Gionee A1,70.0,Apr-2017,Android
198,gionee,Gionee S6s,68.5,Aug-2016,Android
199,gionee,Gionee Elife S Plus,60.0,Dec-2015,Android
200,gionee,Gionee S6,71.67,Nov-2015,Android
201,gionee,Gionee Marathon M5,77.67,Nov-2015,Android
202,gionee,Gionee Elife E8,78.0,Oct-2015,Android
203,gionee,Gionee F103,69.33,Sep-2015,Android
204,gionee,Gionee Marathon M4,70.0,Aug-2015,Android
205,gionee,Gionee Elife S7,80.0,Apr-2015,Android
206,gionee,Gionee Pioneer P6,67.0,Jan-2015,Android
207,gionee,Gionee Elife S5.1,65.25,Nov-2014,Android
208,gionee,Gionee Marathon M3,70.0,Nov-2014,Android
209,gionee,Gionee Elife S5.5,60.0,Mar-2014,Android
210,gionee,Gionee Elife E7,70.0,Dec-2013,Android
211,gionee,Gionee Elife E6,67.5,Jul-2013,Android
212,gionee,Gionee Dream D1,80.0,May-2013,Android
213,gionee,Gionee Elife E3,67.5,May-2013,Android
214,google,Google Pixel 3,88.76,Nov-2018,Android
215,google,Google Pixel 3 XL,85.44,Nov-2018,Android
216,google,Google Pixel 2,82.86,Oct-2017,Android
217,google,Google Pixel 2 XL,83.13,Oct-2017,Android
218,google,Google Pixel,84.72,Oct-2016,Android
219,google,Google Pixel XL,86.81,Oct-2016,Android
220,htc,HTC U12 plus,70.04,Jun-2018,Android
221,htc,HTC U11 Life,75.27,Nov-2017,Android
222,htc,HTC U11,86.35,Jun-2017,Android
223,htc,HTC U Ultra,69.31,Feb-2017,Android
224,htc,HTC U Play,69.4,Feb-2017,Android
225,htc,HTC 10 evo,68.0,Nov-2016,Android
226,htc,HTC Bolt,66.0,Nov-2016,Android
227,htc,HTC 10,86.83,May-2016,Android
228,htc,HTC Desire 530,51.09,Mar-2016,Android
229,htc,HTC One A9,73.21,Nov-2015,Android
230,htc,HTC Desire 828,70.0,Nov-2015,Android
231,htc,HTC One ME,80.0,Jul-2015,Android
232,htc,HTC One M9 plus,77.86,May-2015,Android
233,htc,HTC One E9 plus,60.0,May-2015,Android
234,htc,HTC One M8s,83.57,Apr-2015,Android
235,htc,HTC One M9,80.82,Mar-2015,Android
236,htc,HTC Desire 820s,75.0,Mar-2015,Android
237,htc,HTC Desire 626,63.53,Mar-2015,Android
238,htc,HTC Desire 826,81.0,Feb-2015,Android
239,htc,HTC Desire 320,70.0,Jan-2015,Android
240,htc,HTC Desire 526G plus,70.0,Jan-2015,Android
241,htc,HTC Desire 620,76.0,Dec-2014,Android
242,htc,HTC Desire 820,78.69,Nov-2014,Android
243,htc,HTC Desire Eye,81.63,Nov-2014,Android
244,htc,HTC One M8 for Windows,81.36,Nov-2014,Windows
245,htc,HTC Desire 612,70.0,Oct-2014,Android
246,htc,HTC One M8 Eye,80.0,Oct-2014,Android
247,htc,HTC Butterfly 2,78.33,Sep-2014,Android
248,htc,HTC Desire 510,63.13,Sep-2014,Android
249,htc,HTC One Remix,72.89,Jul-2014,Android
250,htc,HTC Desire 516 Dual SIM,69.0,Jun-2014,Android
251,htc,HTC Desire 616,65.0,Jun-2014,Android
252,htc,HTC One E8,79.57,Jun-2014,Android
253,htc,HTC Desire 610,61.19,May-2014,Android
254,htc,HTC One Mini 2,80.76,May-2014,Android
255,htc,HTC Desire 310,55.0,Apr-2014,Android
256,htc,HTC Desire 816,77.23,Mar-2014,Android
257,htc,HTC One M8,91.46,Mar-2014,Android
258,htc,HTC Desire 501,70.0,Feb-2014,Android
259,htc,HTC Desire 700,75.0,Jan-2014,Android
260,htc,HTC Desire 300,69.5,Dec-2013,Android
261,htc,HTC Desire 601,68.33,Oct-2013,Android
262,htc,HTC Desire 601 Dual SIM,60.0,Oct-2013,Android
263,htc,HTC One Max,69.97,Oct-2013,Android
264,htc,HTC One Mini,78.41,Oct-2013,Android
265,htc,HTC Desire 500,69.6,Sep-2013,Android
266,htc,HTC Butterfly S,80.0,Jul-2013,Android
267,htc,HTC Desire 200,65.0,Jul-2013,Android
268,htc,HTC 8XT,66.25,Oct-2011,Android
269,htc,HTC Desire 600 Dual Sim,68.33,Jun-2013,Android
270,htc,HTC First,70.56,Apr-2013,Android
271,htc,HTC One,90.5,Mar-2013,Android
272,htc,HTC Butterfly,73.33,Jan-2013,Android
273,htc,HTC One SV,72.05,Jan-2013,Android
274,htc,HTC Desire SV,55.0,Nov-2012,Android
275,htc,HTC Droid DNA,81.33,Nov-2012,Android
276,htc,HTC One VX,71.25,Nov-2012,Android
277,htc,HTC One X plus,86.25,Nov-2012,Android
278,htc,HTC Windows Phone 8S,72.45,Nov-2012,Windows
279,htc,HTC Windows Phone 8X,78.69,Nov-2012,Windows
280,htc,HTC Desire X,79.85,Oct-2012,Android
281,htc,HTC J,75.0,Aug-2012,Android
282,htc,HTC Incredible 4G LTE,73.33,Jul-2012,Android
283,htc,HTC Desire C,61.88,Jun-2012,Android
284,htc,HTC Desire V,80.0,Jun-2012,Android
285,htc,HTC Evo 4G LTE,77.33,May-2012,Android
286,htc,HTC Evo V,75.0,May-2012,Android
287,htc,HTC One X,86.94,May-2012,Android
288,htc,HTC One XL,80.0,May-2012,Android
289,htc,HTC One S,80.68,Apr-2012,Android
290,htc,HTC One V,77.3,Apr-2012,Android
291,htc,HTC Titan II,70.75,Apr-2012,Windows
292,htc,HTC Velocity,80.0,Jan-2012,Android
293,htc,HTC Rezound,77.42,Nov-2011,Android
294,htc,HTC Sensation XL,75.71,Nov-2011,Android
295,htc,HTC Vivid,70.0,Nov-2011,Android
296,htc,HTC Amaze,79.8,Oct-2011,Android
297,htc,HTC Evo Design,78.0,Oct-2011,Android
298,htc,HTC Explorer,66.36,Oct-2011,Android
299,htc,HTC Radar,74.14,Oct-2011,Windows
300,htc,HTC Rhyme,73.48,Oct-2011,Android
301,htc,HTC Sensation XE,81.43,Oct-2011,Android
302,htc,HTC Titan,76.92,Oct-2011,Windows
303,htc,HTC Evo 3D,73.75,Jul-2011,Android
304,htc,HTC Status,65.5,Jul-2011,Android
305,htc,HTC ChaCha,73.21,Jun-2011,Android
306,htc,HTC ChaCha Touch-and-type,75.0,Jun-2011,Android
307,htc,HTC HD7S,68.0,Jun-2011,Windows
308,htc,HTC Hero S,70.0,Jun-2011,Windows
309,htc,HTC Salsa,71.5,Jun-2011,Android
310,htc,HTC Sensation,84.96,May-2011,Android
311,htc,HTC Trophy,71.67,May-2011,Windows
312,htc,HTC Wildfire S,68.61,May-2011,Android
313,htc,HTC Droid Incredible 2,75.5,Apr-2011,Android
314,htc,HTC Merge,70.0,Apr-2011,Android
315,htc,HTC Arrive,76.17,Mar-2011,Windows
316,htc,HTC Desire S,79.12,Mar-2011,Android
317,htc,HTC Thunderbolt,80.9,Mar-2011,Android
318,htc,HTC Freestyle,66.67,Feb-2011,Proprietary
319,htc,HTC Incredible S,79.95,Feb-2011,Android
320,htc,HTC Inspire,80.6,Feb-2011,Android
321,htc,HTC 7 Pro,70.0,Jan-2011,Windows
322,htc,HTC Evo Shift,74.13,Jan-2011,Android
323,htc,HTC Desire Z,82.07,Nov-2010,Android
324,htc,HTC Gratia,73.33,Nov-2010,Android
325,htc,HTC Surround,70.83,Nov-2010,Windows
326,htc,HTC 7 Mozart,78.75,Oct-2010,Windows
327,htc,HTC 7 Trophy,75.42,Oct-2010,Windows
328,htc,HTC Desire HD,89.33,Oct-2010,Android
329,htc,HTC HD7,78.16,Oct-2010,Windows
330,htc,HTC Aria,72.14,Jun-2010,Android
331,htc,HTC Evo 4G,84.38,Jun-2010,Android
332,htc,HTC Wildfire,78.75,May-2010,Android
333,htc,HTC Droid Incredible,84.0,Apr-2010,Android
334,htc,HTC HD Mini,74.0,Apr-2010,Windows
335,htc,HTC Desire,87.5,Mar-2010,Android
336,htc,HTC Legend,89.63,Mar-2010,Android
337,htc,HTC Smart,61.5,Mar-2010,Proprietary
338,htc,HTC Nexus One,82.65,Jan-2010,Android
339,huawei,Huawei Mate 20 Pro,91.11,Nov-2018,Android
340,huawei,Huawei Honor 8X,82.88,Sep-2018,Android
341,huawei,Huawei Honor Play,81.24,Aug-2018,Android
342,huawei,Huawei Honor 10,84.41,May-2018,Android
343,huawei,Huawei P20,79.71,Apr-2018,Android
344,huawei,Huawei P20 Pro,90.03,Apr-2018,Android
345,huawei,Huawei Honor View 10,83.15,Jan-2018,Android
346,huawei,Huawei Honor 7X,79.69,Dec-2017,Android
347,huawei,Huawei P smart,78.56,Dec-2017,Android
348,huawei,Huawei Mate 10,86.56,Nov-2017,Android
349,huawei,Huawei Mate 10 Pro,88.0,Nov-2017,Android
350,huawei,Huawei Honor 9,87.06,Jun-2017,Android
351,huawei,Huawei Honor 8 Pro,83.78,Apr-2017,Android
352,huawei,Huawei P10 Plus,83.94,Apr-2017,Android
353,huawei,Huawei P10,77.96,Mar-2017,Android
354,huawei,Huawei Mate 9,82.39,Nov-2016,Android
355,huawei,Huawei Honor 6X,79.48,Oct-2016,Android
356,huawei,Huawei Nova,74.93,Oct-2016,Android
357,huawei,Huawei Nova plus,70.88,Oct-2016,Android
358,huawei,Huawei Honor 8,80.04,Jul-2016,Android
359,huawei,Huawei Honor 5c,81.62,May-2016,Android
360,huawei,Huawei P9 Plus,79.0,May-2016,Android
361,huawei,Huawei P9,81.6,Apr-2016,Android
362,huawei,Huawei Honor Holly 2 Plus,66.67,Feb-2016,Android
363,huawei,Huawei Mate 8,78.62,Nov-2015,Android
364,huawei,Huawei Honor 5X,73.71,Nov-2015,Android
365,huawei,Huawei Nexus 6P,90.76,Sep-2015,Android
366,huawei,Huawei Mate S,76.0,Sep-2015,Android
367,huawei,Huawei Honor 7,79.29,Jul-2015,Android
368,huawei,Huawei Y360,60.0,Jun-2015,Android
369,huawei,Huawei P8,79.0,Apr-2015,Android
370,huawei,Huawei SnapTo,62.5,Apr-2015,Android
371,huawei,Huawei Honor 4C,67.5,Apr-2015,Android
372,huawei,Huawei Ascend Y330,80.0,Mar-2015,Android
373,huawei,Huawei Honor 6 Plus,80.9,Dec-2014,Android
374,huawei,Huawei Ascend Y550,65.83,Nov-2014,Android
375,huawei,Huawei Ascend G620S,70.0,Nov-2014,Android
376,huawei,Huawei Honor 4X,75.2,Oct-2014,Android
377,huawei,Huawei Ascend G7,79.42,Oct-2014,Android
378,huawei,Huawei Ascend Mate 7,83.1,Oct-2014,Android
379,huawei,Huawei Honor Holly,64.73,Oct-2014,Android
380,huawei,Huawei Honor 6,77.14,Aug-2014,Android
381,huawei,Huawei Ascend P7,74.68,Jun-2014,Android
382,huawei,Huawei Ascend G6,66.67,May-2014,Android
383,huawei,Huawei Ascend Y530,62.0,Feb-2014,Android
384,huawei,Huawei Ascend Mate 2,72.43,Jan-2014,Android
385,huawei,Huawei Honor 3C,66.67,Dec-2013,Android
386,huawei,Huawei Honor 3X,70.0,Dec-2013,Android
387,huawei,Huawei Pal,40.0,Sep-2013,Proprietary
388,huawei,Huawei Valiant,60.0,Sep-2013,Android
389,huawei,Huawei Vitria,60.0,Sep-2013,Android
390,huawei,Huawei Ascend G525,40.0,Jul-2013,Android
391,huawei,Huawei Ascend P6,69.25,Jun-2013,Android
392,huawei,Huawei Prism II,50.0,Jun-2013,Android
393,huawei,Huawei Ascend G510,71.0,Apr-2013,Android
394,huawei,Huawei Ascend P2,72.23,Apr-2013,Android
395,huawei,Huawei Ascend Mate,68.92,Mar-2013,Android
396,huawei,Huawei Ascend Y300,70.0,Mar-2013,Android
397,huawei,Huawei Premia,60.0,Mar-2013,Android
398,huawei,Huawei Pinnacle 2,50.0,Feb-2013,Android
399,huawei,Huawei Ascend W1,80.4,Jan-2013,Windows
400,huawei,Huawei Verge,50.0,Nov-2012,Android
401,huawei,Huawei Ascend G330,76.25,Oct-2012,Android
402,huawei,Huawei Ascend Y,50.0,Oct-2012,Android
403,huawei,Huawei Summit,60.0,Oct-2012,Android
404,huawei,Huawei Ascend D quad XL,75.0,Sep-2012,Android
405,huawei,Huawei Ascend D1 XL,60.0,Jul-2012,Android
406,huawei,Huawei Blaze IDEOS X3,72.22,Jul-2012,Android
407,huawei,Huawei Activa,40.0,Jun-2012,Android
408,huawei,Huawei Ascend G300,81.82,May-2012,Android
409,huawei,Huawei Ascend P1,73.5,May-2012,Android
410,huawei,Huawei Ascend Y100,57.0,May-2012,Android
411,huawei,Huawei Ascend Y200,40.0,May-2012,Android
412,huawei,Huawei Astro Prism U8651,46.67,May-2012,Android
413,huawei,Huawei Ascend Y210D,40.0,Mar-2012,Android
414,huawei,Huawei Discovery Expedition,65.0,Dec-2011,Proprietary
415,huawei,Huawei Honor,68.18,Dec-2011,Android
416,huawei,Huawei Mercury,76.67,Dec-2011,Android
417,huawei,Huawei Vision,60.0,Nov-2011,Android
418,huawei,Huawei Pinnacle,60.0,Oct-2011,Proprietary
419,huawei,Huawei Impulse,65.0,Sep-2011,Android
420,huawei,Huawei IDEOS X5 Pro,80.0,Aug-2011,Android
421,huawei,Huawei Ascend II,55.0,Jul-2011,Android
422,huawei,Huawei M835,40.0,Jul-2011,Android
423,huawei,Huawei Sonic,65.0,Jul-2011,Android
424,huawei,Huawei Gaga IDEOS X1,65.0,Jun-2011,Android
425,huawei,Huawei IDEOS X5,62.5,Apr-2011,Android
426,huawei,Huawei M735,45.0,Jan-2011,Proprietary
427,huawei,Huawei Ascend M860,60.0,Oct-2010,Android
428,huawei,Huawei IDEOS,70.0,Sep-2010,Android
429,huawei,Huawei M228,50.0,Apr-2010,Proprietary
430,karbonn,Karbonn Titanium Mach Five,60.0,Aug-2015,Android
431,karbonn,Karbonn Titanium Mach Two S360,60.0,Mar-2015,Android
432,karbonn,Karbonn Machone Titanium S310,60.0,Jan-2015,Android
433,karbonn,Karbonn Titanium S6,44.0,Nov-2014,Android
434,karbonn,Karbonn Sparkle V,65.0,Sep-2014,Android
435,karbonn,Karbonn A5S,58.0,May-2014,Android
436,karbonn,Karbonn Titanium S9,40.0,Jul-2013,Android
437,karbonn,Karbonn Titanium S5,60.0,May-2013,Android
438,karbonn,Karbonn Titanium S1,55.0,Jan-2013,Android
439,karbonn,Karbonn A21,65.0,Oct-2012,Android
440,karbonn,Karbonn A7,70.0,Apr-2012,Android
441,karbonn,Karbonn A1,50.0,Jul-2011,Android
442,karbonn,Karbonn K25i,65.0,Jan-2011,Android
443,kazam,Kazam Tornado 455L,60.0,Jun-2015,Android
444,kazam,Kazam Tornado 348,68.73,Oct-2014,Android
445,kyocera,Kyocera DuraForce XD,60.0,Nov-2015,Android
446,kyocera,Kyocera DuraForce,73.33,Nov-2014,Android
447,kyocera,Kyocera Hydro Life,56.67,Aug-2014,Android
448,kyocera,Kyocera Brigadier,70.0,Jul-2014,Android
449,kyocera,Kyocera DuraXV,72.0,Jun-2014,Android
450,kyocera,Kyocera Hydro Icon,50.0,Jun-2014,Android
451,kyocera,Kyocera Hydro Vibe,60.0,May-2014,Android
452,kyocera,Kyocera Verve,65.0,Apr-2014,Android
453,kyocera,Kyocera Contact,60.0,Feb-2014,Proprietary
454,kyocera,Kyocera Hydro Plus,60.0,Jan-2014,Android
